id,title,release_date,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,runtime,vote_average,vote_count,popularity,budget,revenue,tagline,director,producer_1,producer_2,producer_3,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,overview,original_language,homepage,backdrop_path,poster_path,collection_name,keywords,adult_content
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,Drama,Fantasy,Animation,,,,91,8.152,385,3.789,0,10841702,,Haruka Fujita,Shigeru Saito,Kazusa Umeda,Megumi Suzuki,Yui Ishikawa,Minako Kotobuki,Aoi Yuki,Koki Uchiyama,Takehito Koyasu,Aya Endo,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",ja,http://violet-evergarden.jp/sidestory/,/94YK58T5OEKV9hEgPHWHzLtdwK4.jpg,/zjaSw6Ok0MhXjrruPrA27VHyUYC.jpg,Violet Evergarden Collection,"friendship, work, writing, letter, one-sided love, slice of life, steampunk, post war, seinen, anime, letters, girls love, based on light novel",False
537061,Steven Universe: The Movie,2019-10-07,TV Movie,Adventure,Animation,Comedy,Fantasy,Music,82,8.2,791,3.79,0,0,The true kinda love.,Rebecca Sugar,Jackie Buscarino,,,Zach Callison,Deedee Magno,Estelle,Michaela Dietz,Sarah Stiles,Tom Scharpling,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",en,https://www.stevenuniversethemovie.com/,/re3ZvlKJg04iLpLRf1xTKHS2wLU.jpg,/8mRgpubxHqnqvENK4Bei30xMDvy.jpg,,"musical, memory loss, abandonment, vengeance, abandonment issues",False
693134,Dune: Part Two,2024-02-27,Science Fiction,Adventure,,,,,167,8.1,6418,5.664,190000000,714444358,Long live the fighters.,Denis Villeneuve,Cale Boyter,Mary Parent,Tanya Lapointe,Timothée Chalamet,Zendaya,Rebecca Ferguson,Javier Bardem,Josh Brolin,Austin Butler,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",en,https://www.dunemovie.com,/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,Dune Collection,"epic, based on novel or book, fight, politics, sandstorm, sand, spice, chosen one, cult, sequel, romance, tragedy, distant future, tragic hero, creature, planet, desert, destiny, giant worm, space opera, sand dune, allegorical, messiah, fall from grace, shocking, domineering, vengeance, vindictive, cautionary, religious allegory, giant creature, power, violence, suspenseful, intense, antagonistic, audacious, awestruck, bold, exuberant, foreboding, melodramatic",False
399106,Piper,2016-06-16,Family,Animation,,,,,6,8.1,1649,3.803,0,0,,Alan Barillaro,Marc Sondheimer,,,,,,,,,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",en,http://www.pixar.com/short_films/Theatrical-Shorts/Piper,/4GWYk5VP9qu1rNSeNAwNaBy9mwS.jpg,/rfEkkVzmrMYqGezNLl02mVyJCP2.jpg,,"fear, short film",False
37165,The Truman Show,1998-06-04,Comedy,Drama,,,,,103,8.1,18683,4.663,60000000,264100000,On the air. Unaware.,Peter Weir,Edward S. Feldman,Andrew Niccol,Scott Rudin,Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Holland Taylor,Ed Harris,"Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's friends and family - everyone he meets, in fact - are actors. He lives every moment under the unblinking gaze of thousands of hidden TV cameras.",en,,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,,"escape, paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, questioning, make believe, reflective, actor, tv show, dignified, allegory of the cave",False
1026227,There's Still Tomorrow,2023-10-26,Drama,Comedy,History,,,,118,8.1,1334,4.129,9000000,49849677,,Paola Cortellesi,Lorenzo Gangarossa,Mario Gianani,,Paola Cortellesi,Valerio Mastandrea,Romana Maggiora Vergano,Emanuela Fanelli,Giorgio Colangeli,Vinicio Marchioni,"In postwar Rome, a working-class woman dreams of a better future for herself and her daughter while facing abuse at the hands of her domineering husband. When a mysterious letter arrives, she discovers the courage to change the circumstances of her life.",it,,/fNXUCk54vGcoKr34olN14ohUSFY.jpg,/4Hi7yjiQjokEDStT1MOj5rPgRfW.jpg,,"woman director, female empowerment, 1940s, abusive husband, women empowerment, historical comedy, pastiche, post-war italy, female director",False
606856,Togo,2019-12-20,Adventure,Family,,,,,113,8.144,2067,3.872,0,0,The untold true story.,Ericson Core,Kim Zubick,,,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Richard Dormer,Adrien Dorval,Madeline Wickins,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",en,https://www.disneyplus.com/movies/togo/7jEeXqS5aEVr,/2Jr2OBzoLLOYqQWnyN4eicZv0sL.jpg,/wX0QD36a80hxulcizz7tyahYOF8.jpg,,"snowstorm, husky, based on true story, puppy, alaska, snow, historical, dog, sled dogs, run, 1920s, pets",False
872,Singin' in the Rain,1952-04-09,Comedy,Romance,,,,,103,8.1,3198,3.868,2540800,7200000,What a Glorious Feeling!,Stanley Donen,Arthur Freed,,,Gene Kelly,Donald O'Connor,Debbie Reynolds,Jean Hagen,Millard Mitchell,Cyd Charisse,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",en,,/6qOyw4yfzbzTp5YsCX26C28Do0S.jpg,/w03EiJVHP8Un77boQeE7hg9DVdU.jpg,,"fan, musical, partner, film in film, hollywood, broadway, dancing in the street, audience, chorus girl, diction coach, pearl necklace, flapper, silent film star, squeaky voice, christmas, 1920s, old hollywood",False
20914,My Friends,1975-10-24,Comedy,,,,,,140,8.14,706,3.568,0,0,"They played together, they drank together, they whorekistand together and when the semiwattle was in crispation, they had a boobchik of a time!",Mario Monicelli,Carlo Nebiolo,Andrea Rizzoli,,Ugo Tognazzi,Gastone Moschin,Philippe Noiret,Duilio Del Prete,Adolfo Celi,Bernard Blier,Four inseparable friends try to face their midlife crisis with daytrips and pranks at the expense of their families and the people around them.,it,,/3q6XHCXII7qRZOx5EqU5NfYkVx8.jpg,/8Pm8SLjq2UHCwisd56ipHtzvZI1.jpg,My Friends Collection,"joke, male friendship, tuscany, italy, goliardia",False
810693,Jujutsu Kaisen 0,2021-12-24,Animation,Action,Fantasy,,,,105,8.1,1458,4.054,0,195870885,Love is a twisted curse.,Sunghoo Park,Hiroaki Matsutani,Tatsuro Hayashi,Yuriha Murai,Megumi Ogata,Kana Hanazawa,Yuichi Nakamura,Takahiro Sakurai,Mikako Komatsu,Koki Uchiyama,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",ja,,/rcEDPOOOUTLFxLLQJggfLffbofe.jpg,/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg,,"supernatural, exorcism, paranormal, prequel, tragedy, curse, based on manga, spirit, demon, school life, shounen, anime",False
475557,Joker,2019-10-01,Crime,Thriller,Drama,,,,122,8.1,26217,6.519,55000000,1078958629,Put on a happy face.,Todd Phillips,Emma Tillinger Koskoff,Todd Phillips,Bradley Cooper,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy,Brett Cullen,Shea Whigham,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",en,http://www.jokermovie.net/,/n6bUvigpRFqSwmPp1m2YADdbRBc.jpg,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,Joker Collection,"dreams, street gang, society, psychopath, clown, villain, based on comic, murder, psychological thriller, criminal mastermind, mental illness, anarchy, character study, clown makeup, subway train, social realism, supervillain, tv host, 1980s, mother son relationship, origin story, falling into madness, frightened, pretentious",False
133919,Scenes from a Marriage,1974-09-15,Drama,Romance,,,,,169,8.1,358,3.78,150000,0,,Ingmar Bergman,Lars-Owe Carlberg,,,Liv Ullmann,Erland Josephson,Bibi Andersson,Jan Malmsjö,Gunnel Lindblom,Wenche Foss,"Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.",sv,,/prQE97Ds6ElKtTuemJRCvGJFlZz.jpg,/ArKEdvJesIktFX8OAhcdKAOLl6I.jpg,Scenes From A Marriage Collection,"midlife crisis, marriage, loneliness, forty something, love affair, divorce, couple, humiliation, selfishness, ex-husband ex-wife relationship, marital separation, cognac",False
81481,Silenced,2011-09-22,Drama,,,,,,125,8.1,662,3.534,2200000,31500000,"The hideous truth, concealed far too long.",Hwang Dong-hyuk,Bae Jeong-min,,,Gong Yoo,Jung Yu-mi,Kim Hyun-soo,Jung In-seo,Baek Seung-hwan,Jang Gwang,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",ko,,/e5MvOQIIouSgQcBHCMNA6Rsbwnd.jpg,/mbMp0oIFmYnw0i5gzRoKt8cH5ve.jpg,,"child abuse, rape, based on novel or book, deaf, based on true story, teacher student relationship, disability, sex crime, south korea",False
20334,The Shop Around the Corner,1940-01-12,Comedy,Drama,Romance,,,,99,8.137,743,3.818,0,0,EVERY GIRL OR FELLOW WHO EVER KEPT A “BLIND DATE”,Ernst Lubitsch,Ernst Lubitsch,,,Margaret Sullavan,James Stewart,Frank Morgan,Joseph Schildkraut,Sara Haden,Felix Bressart,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",en,,/wqgZSvgoctaadgwUdPYVsksivxn.jpg,/dZ1aEzGYRiqJwPfjS6VL7wUkHmF.jpg,,"salesclerk, secret love, lovesickness, budapest, hungary, anonymous letter, man woman relationship, pen pals, love, co-workers relationship, music box, bickering, gift shop, holiday season, christmas, parfumerie",False
422,8½,1963-02-14,Drama,,,,,,139,8.1,2322,3.861,0,0,A picture that goes beyond what men think about - because no man ever thought about it in quite this way!,Federico Fellini,Angelo Rizzoli,,,Marcello Mastroianni,Anouk Aimée,Sandra Milo,Claudia Cardinale,Rossella Falk,Barbara Steele,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",it,,/y2FNZLHynsevBnVTocGW6c3pQpr.jpg,/2cPK4xKtccKmYsCSpaFGWnfEsZX.jpg,,"dying and death, adultery, depression, individual, unsociability, screenplay, suicide attempt, missile, scapegoat, movie business, allegory, difficult childhood, creative crisis, kurort, black and white, extramarital affair, existence, semi autobiographical, complex, lighthearted, ambiguous, compassionate",False
103,Taxi Driver,1976-02-09,Crime,Drama,,,,,114,8.1,12503,6.046,1900000,28579636,"On every street in every city, there's a nobody who dreams of being a somebody.",Martin Scorsese,Julia Phillips,Michael Phillips,,Robert De Niro,Jodie Foster,Cybill Shepherd,Harvey Keitel,Peter Boyle,Leonard Harris,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,en,,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,Columbia Classics: Volume 2,"drug dealer, vietnam veteran, new york city, taxi, pornography, obsession, taxi driver, pimp, firearm, politician, alienation, junk food, misanthrophy, vigilante, cynical, illegal prostitution, character study, loner, manhattan, new york city, meditative, neo-noir, child prostitution, complex, new hollywood, dreary, cautionary, drives, provocative, antagonistic, audacious, callous",False
666,Central Station,1998-04-03,Drama,,,,,,110,8.131,941,3.536,2900000,5596708,"Between hope and solitude, two lives cross and reinvent themselves",Walter Salles,Arthur Cohn,Jack Gajos,Paulo Carlos De Brito,Fernanda Montenegro,Vinícius de Oliveira,Marília Pêra,Othon Bastos,Otávio Augusto,Matheus Nachtergaele,"An emotional journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",pt,,/lrLIy9OFRQg4VkhrCyolfNXJEUH.jpg,/zJvp7XjQ2LhPbDVYhFXyucs40vR.jpg,,"rio de janeiro, letter, wilderness, teacher, orphan, railroad, alcoholic, missing parent, long lost relative, realism, child trafficking, death of parent, road movie, bus station, lost child, unwanted child, truck stop, woman and child, lonely woman, train station, letter writer",False
9702,Bound by Honor,1993-02-05,Crime,Action,Drama,Thriller,,,180,8.1,1398,3.53,35000000,4500000,An epic story of three brothers. Bound by blood. Divided by fate. Driven by destiny.,Taylor Hackford,Jerry Gershwin,Taylor Hackford,,Damian Chapa,Jesse Borrego,Benjamin Bratt,Enrique Castillo,Victor Rivers,Delroy Lindo,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",en,,/9xjUZjuYyehv2qnqMH0oR9nSTft.jpg,/gvP6R6juhe2IpCG7QGDgjyUvm0g.jpg,,"street gang, ghetto, juvenile prison, artist, jail, east los angeles, youth gang, hood, gang, racism, drugs, mexican american, police shootout, cholo, lowrider",False
791373,Zack Snyder's Justice League,2021-03-18,Action,Adventure,Fantasy,,,,242,8.1,10149,5.148,70000000,0,Us united.,Zack Snyder,Charles Roven,Deborah Snyder,,Ben Affleck,Henry Cavill,Gal Gadot,Ray Fisher,Jason Momoa,Ezra Miller,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",en,https://www.hbomax.com/zacksnydersjusticeleague,/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,,"saving the world, superhero, resurrection, based on comic, superhero team, planet invasion, action hero, dc extended universe (dceu), superhero teamup",False
1398,Stalker,1979-05-25,Science Fiction,Drama,,,,,162,8.1,2239,3.898,120000,0,,Andrei Tarkovsky,Aleksandra Demidova,,,Alisa Freyndlikh,Aleksandr Kaydanovskiy,Anatoliy Solonitsyn,Nikolay Grinko,Natalya Abramova,Faime Jurno,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",ru,,/xhet9FxP6VoRdlBSsfc9FhCsKSW.jpg,/npvwT8SxBPNqX7MAE9yYMuGCZcB.jpg,,"based on novel or book, guard, wish, stalker, alien, strugatsky, writer, soldier, existentialism, mysterious, zone, beautifully filmed",False
600,Full Metal Jacket,1987-06-26,Drama,War,,,,,117,8.125,10701,4.817,30000000,46357676,"Vietnam can kill me, but it can’t make me care.",Stanley Kubrick,Stanley Kubrick,,,Matthew Modine,Adam Baldwin,Vincent D'Onofrio,R. Lee Ermey,Dorian Harewood,Kevyn Major Howard,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,en,https://www.warnerbros.com/movies/full-metal-jacket,/3k2TRmqMjgt7tcwkYwZQdctnty3.jpg,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,,"rescue, sniper, vietnam war, suicide, vietnam, helicopter, army, prostitute, based on novel or book, propaganda, war correspondent, journalism, recruit, infantry, war photographer, boot camp, jungle, sergeant, racism, genocide, fighting, platoon, combat, cynical, discipline, u.s. marine, obstacle course, military, anti war, mass grave, blanket party, soldiers, cautionary, war, provocative, critical, tense, audacious, bold, disapproving, frustrated, harsh, scathing",False
575813,Better Days,2019-10-25,Drama,Crime,Romance,,,,135,8.1,476,3.578,0,225879065,You protect the world. I'll protect you.,Derek Tsang Kwok-Cheung,Jojo Hui Yuet-Chun,,,Zhou Dongyu,Jackson Yee,Yin Fang,Huang Jue,Wu Yue,Zhou Ye,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",zh,https://www.wellgousa.com/films/better-days,/97kaaWXmCVHvRYmP8iQCBeZulEC.jpg,/csVZ2ZQCj98XdZoCuW1aixMYJ0W.jpg,,"bullying, bully victim",False
614,Wild Strawberries,1957-08-28,Drama,,,,,,91,8.1,1665,3.856,0,0,,Ingmar Bergman,Allan Ekelund,,,Victor Sjöström,Bibi Andersson,Ingrid Thulin,Gunnar Björnstrand,Jullan Kindahl,Folke Sundquist,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",sv,,/BBVAUchYvkmPThVIqipgAfabfl.jpg,/iyTD2QnySNMPUPE3IedZQipSWfz.jpg,,"adultery, dreams, nightmare, faith, identity, professor, journey in the past, aging, road trip, child, acceptance",False
406997,Wonder,2017-11-13,Drama,Family,,,,,113,8.123,7939,4.597,20000000,315025930,Who gives you the courage to face the world?,Stephen Chbosky,David Hoberman,Todd Lieberman,,Jacob Tremblay,Julia Roberts,Owen Wilson,Izabela Vidovic,Noah Jupe,Millie Davis,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",en,http://www.wonder.movie,/4rsrxYDfIzvtAsIE9wevxPRXAk4.jpg,/sONh3LYGFcVDTy8pm1tbSOB13Li.jpg,Wonder Collection,"exclusion, bullying, coney island, prejudice, school, based on children's book, family, physical disability, treacher collins syndrome, relaxed, melodramatic",False
398818,Call Me by Your Name,2017-07-28,Romance,Drama,,,,,132,8.1,12229,4.354,3500000,43143046,Is it better to speak or die?,Luca Guadagnino,Rodrigo Teixeira,Peter Spears,Luca Guadagnino,Armie Hammer,Timothée Chalamet,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire du Bois,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",en,http://sonyclassics.com/callmebyyourname/,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg,Call Me by Your Name Collection,"based on novel or book, upper class, italy, swimming pool, coming of age, love, breaking the fourth wall, summer, teenage boy, masturbation, first love, lgbt, jewish family, 1980s, peach, gay theme",False
500,Reservoir Dogs,1992-09-02,Crime,Thriller,,,,,99,8.1,14503,5.519,1200000,2859750,Every dog has his day.,Quentin Tarantino,Lawrence Bender,,,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",en,,/jqFjgNnxpXIXWuPsyfqmcLXRo9p.jpg,/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,,"escape, jewelry, psychopath, traitor, heist, thief, betrayal, plan gone wrong, gang, nonlinear timeline, warehouse, told in flashback, heist gone wrong, botched robbery, foreshadowing, rendezvous, iconic, uneasy alliance, rag tag group, based on short",False
280,Terminator 2: Judgment Day,1991-07-03,Action,Thriller,Science Fiction,,,,137,8.1,13157,5.217,102000000,520000000,It's nothing personal.,James Cameron,James Cameron,Van Ling,,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,Earl Boen,Joe Morton,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.",en,https://www.lionsgate.com/movies/terminator-2-judgment-day,/vINgGecnz95iDL6fjQMARDsocgG.jpg,/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,The Terminator Collection,"man vs machine, cyborg, shotgun, dystopia, moral ambiguity, post-apocalyptic future, villain, time travel, mental institution, juvenile delinquent, fictional war, urban setting, troubled teen, morphing, nuclear weapons, shape shifter, savior, catch phrase, aggressive, action hero, good versus evil",False
3780,Red Beard,1965-04-03,Drama,,,,,,185,8.1,373,3.536,0,0,"What is the key to life - power, prestige or peace?",Akira Kurosawa,Ryūzō Kikushima,Tomoyuki Tanaka,,Toshirō Mifune,Yūzō Kayama,Tsutomu Yamazaki,Reiko Dan,Miyuki Kuwano,Kyōko Kagawa,"Aspiring to an easy job as personal physician to a wealthy family, Noboru Yasumoto is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor Red Beard. Yasumoto rebels in numerous ways, but Red Beard proves a wise and patient teacher. He gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute rescued from a local brothel.",ja,,/i4XlRFhNi61C2SZwgEuw8QgN59Q.jpg,/fo800fRcWtl3Zhs6tPHfXP4KBak.jpg,,"uniform, career, small town, japan, brothel, heal, lunatic asylum, rural area, clinic, doctor, psychiatrist, intern, jidaigeki, edo period",False
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,Comedy,War,,,,,95,8.1,5720,4.16,1800000,9500000,The hot-line suspense comedy.,Stanley Kubrick,Victor Lyndon,Stanley Kubrick,,Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,Slim Pickens,Peter Bull,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",en,,/sTp8K0SfcC2RQef1Tu160z3niHO.jpg,/6x7MzQ6BOMlRzam1StcmPO9v61g.jpg,,"usa president, general, cold war, strategic air command, dark comedy, nuclear missile, satire, black and white, cynical, war room, bomber pilot, nuclear weapons, ex-nazi, anti war, doomsday device, meditative, absurdism, satirical, playful, critical, hilarious, audacious, farcical, sardonic",False
600354,The Father,2020-12-23,Drama,,,,,,97,8.116,3271,3.903,6000000,21029340,,Florian Zeller,David Parfitt,Jean-Louis Livi,Philippe Carcassonne,Anthony Hopkins,Olivia Colman,Mark Gatiss,Olivia Williams,Imogen Poots,Rufus Sewell,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",en,https://www.sonyclassics.com/film/thefather,/h3weAFgg06GqchI2xDfufBgSFTj.jpg,/xxHNaCMycynHMKdEZHHQCzaPbZl.jpg,,"london, england, loss of sense of reality, flat, dementia, mistaken identity, alzheimer's disease, based on play or musical, old man, memory loss, elderly man, father daughter relationship, fading memories, family caregiving",False
996,Double Indemnity,1944-07-06,Crime,Thriller,,,,,107,8.1,1839,3.856,927262,2500000,It's love and murder at first sight!,Billy Wilder,Joseph Sistrom,,,Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Porter Hall,Jean Heather,Tom Powers,A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy.,en,,/byQdu1nzQLI9t1VeoP1xuQfru3L.jpg,/rVNYZZgfhwqVMMWlBmxOfWqnwCj.jpg,,"insurance fraud, femme fatale, film noir, murder, life insurance, black and white, insurance agent, insurance policy, duplicity, murder plot, scheming wife",False
531428,Portrait of a Lady on Fire,2019-09-18,Drama,Romance,History,,,,121,8.1,2639,3.876,5740000,9923127,Don't regret. Remember.,Céline Sciamma,Bénédicte Couvreur,,,Noémie Merlant,Adèle Haenel,Luàna Bajrami,Valeria Golino,Christel Baras,Armande Boulanger,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",fr,https://mk2films.com/en/film/portrait-of-a-lady-on-fire/,/foFq1RZWQIgFuCQ0nyYccywjFyX.jpg,/2LquGwEhbg3soxSCs9VNyh5VJd9.jpg,,"island, fire, beach, arranged marriage, classical music, painting, painter, greek mythology, lesbian relationship, person on fire, period drama, lesbian sex, portrait, lgbt, 18th century, woman director, abortion, portrait drawing, posing for a portrait, women gathering, women in film, walk, painting lesson, symphony orchestra, lesbian, serene, serious, woman falls in love, vivaldi, women",False
100,"Lock, Stock and Two Smoking Barrels",1998-08-28,Comedy,Crime,,,,,105,8.1,6702,2.027,1350000,28356188,A Disgrace to Criminals Everywhere.,Guy Ritchie,Matthew Vaughn,,,Vinnie Jones,Jason Flemyng,Dexter Fletcher,Nick Moran,Jason Statham,Steven Mackintosh,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,en,http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/,/cXQH2u7wUIX1eoIdEj51kHXoWhX.jpg,/wt2TRBmFmBn5M5MBcPTwovlREaB.jpg,,"ambush, joint, alcohol, shotgun, tea, machismo, rifle, cocktail, pot smoking, marijuana, hatchet, antique, cardsharp, anger, carjacking, piano, strip show, high stakes",False
508442,Soul,2020-12-25,Animation,Family,Comedy,Fantasy,,,101,8.112,10669,4.893,150000000,121977511,Everybody has a soul. Joe Gardner is about to find his.,Pete Docter,Dana Murray,,,Jamie Foxx,Tina Fey,Graham Norton,Rachel House,Alice Braga,Richard Ayoade,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",en,https://www.disneyplus.com/movies/soul/77zlWrb9vRYp,/4JNggqfyJWREqb0enzpUMbvIniV.jpg,/pEz5aROvfy5FBW1OTlrDO3VryWO.jpg,,"new york city, jazz, musician, cat, self-discovery, jazz singer or musician, teacher, aftercreditsstinger, duringcreditsstinger, life after death, thoughtful",False
